Protein,Actin filaments,Cell Junctions,Centriolar satellite,Centrosome,Cytokinetic bridge,Cytoplasmic bodies,Cytosol,Endoplasmic reticulum,Endosomes,Focal adhesion sites,Golgi apparatus,Intermediate filaments,Lipid droplets,Lysosomes,Microtubules,Midbody,Midbody ring,Mitochondria,Mitotic spindle,Nuclear bodies,Nuclear membrane,Nuclear speckles,Nucleoli,Nucleoli fibrillar center,Nucleoplasm,Peroxisomes,Plasma membrane,Vesicles
ENSP00000365441,0.97246355,0.4982257,0.8010809,0.43943742,0.7040888,0.98625606,0.3821979,0.030819671,0.8996766,0.016981324,0.086868,0.7593376,0.7579079,0.910283,0.9651652,0.84417915,0.79025257,0.11270352,0.8191518,0.62495786,0.9161829,0.09552068,0.009273482,0.29374146,0.81568223,0.9175724,0.47072637,0.96437275
ENSP00000225538,0.7632305,0.107472144,0.7196113,0.012080766,0.8046571,0.9594112,0.34236112,0.5765589,0.81625724,0.050560366,0.21389325,0.43802452,0.6932165,0.8765869,0.9372395,0.79817915,0.8755615,0.0030346971,0.88072735,0.45322508,0.8738527,0.025914349,0.00038474792,0.20001025,0.3892251,0.9128127,0.9512565,0.9672056
ENSP00000293373,0.8761817,0.22101444,0.75312084,0.03684405,0.57964605,0.9478002,0.9768815,0.44978154,0.83955985,0.94016206,0.08560443,0.461588,0.88049245,0.84224874,0.7576077,0.7866725,0.8704449,0.009344522,0.839853,0.09402214,0.3100464,0.093747765,0.0010725216,0.8103486,0.16806017,0.9036128,0.9220959,0.5020811
ENSP00000359398,0.9940516,0.20347261,0.3032704,0.07905455,0.003922328,0.006107562,0.652892,0.00059552037,0.11471173,0.4432097,0.53641474,0.15553108,0.036685273,0.0688243,0.9741005,0.13819017,0.16829446,3.048955E-05,0.09478949,0.03412132,0.047592998,0.39020103,2.5180867E-05,0.0013337318,0.46009132,0.033214193,0.0692236,0.952309
ENSP00000309501,0.9990203,0.9027774,0.9028525,0.80882037,0.47511977,0.9324665,0.42540926,0.0035086598,0.9831861,0.60126024,0.3211587,0.9055204,0.79725707,0.98956496,0.97515625,0.9446111,0.9043098,0.0016258394,0.95921046,0.41763854,0.9548113,0.27939624,0.060501445,0.5500682,0.9953908,0.9600765,0.001171667,0.004608727
ENSP00000349577,0.99763983,0.09288194,0.98095596,0.9835345,0.9674042,0.99007136,0.25687572,0.11971766,0.98260075,0.982974,0.0027676616,0.88969195,0.68801457,0.9747726,0.9944111,0.92217153,0.8872528,0.99907756,0.96908903,0.08121388,0.059530903,0.020538867,8.5233085E-05,0.851404,0.56711423,0.757559,0.028099867,0.6468302
ENSP00000295095,0.9885349,0.4058799,0.73994225,0.3363035,0.52616847,0.9622052,0.7804305,0.049255908,0.8354218,0.9845042,0.010764016,0.613546,0.89961654,0.9098456,0.3843872,0.8267602,0.8546117,0.03483461,0.85741717,0.38068336,0.24201876,0.13368316,0.010272232,0.91617143,0.9680329,0.90343577,0.8742583,0.12191027
ENSP00000363840,0.9985086,0.854072,0.9777119,0.7439416,0.93613297,0.9978111,0.06476981,0.81507576,0.9883871,0.9994697,0.9542145,0.9866359,0.94990885,0.9957638,0.99618536,0.95187813,0.9279399,0.018742062,0.96800005,0.6952486,0.8586994,0.3516546,0.010636278,0.9554071,0.9712651,0.960933,0.13045095,0.8496305
ENSP00000315654,0.64900756,0.24465251,0.48757353,0.28195155,0.25784326,0.3849467,0.90139365,0.82621104,0.9003724,0.085530296,0.0018699007,0.18435568,0.4314601,0.9573667,0.43194386,0.73420566,0.8238528,0.45044777,0.93583,0.00033633556,0.008696456,0.0006773385,0.91879135,0.029436292,0.80057347,0.8312507,0.017349435,8.638681E-06
ENSP00000361214,0.9538349,0.80837035,0.9392799,0.89919096,0.8445228,0.9915872,0.40136865,0.3766214,0.9738122,0.32878917,0.48553973,0.99122435,0.97078335,0.9615334,0.9766955,0.90672874,0.8298188,0.000556973,0.9563663,0.20180957,0.9575866,0.09866083,0.00063798315,0.43561387,0.7893327,0.9657212,0.9591747,0.49009496
ENSP00000332565,0.9998975,0.69266856,0.9400651,0.9861091,0.89728403,0.9872696,0.23611146,0.76675445,0.9833508,0.0728799,0.9863268,0.9960014,0.9300016,0.9787901,0.98893154,0.9453266,0.9012013,0.1681404,0.9844586,0.5963187,0.9784855,0.16006222,0.01233465,0.7522214,0.6253,0.9564965,0.38651058,0.9752556
ENSP00000161559,0.87955135,0.8023369,0.95385337,0.29587758,0.9690973,0.984147,0.08004689,0.93391633,0.9484411,0.9150374,0.3900039,0.9239792,0.9218361,0.96894383,0.99074644,0.9031173,0.89200926,0.0130553255,0.94442993,0.44516695,0.88894176,0.009836358,0.0013243805,0.9275102,0.73330814,0.97055346,0.8808705,0.84242034
ENSP00000338864,0.81545377,0.634485,0.8075066,0.22191639,0.7940477,0.97226197,0.93842936,0.104503185,0.8973733,0.8343821,0.013555888,0.83815855,0.9357084,0.9200389,0.86968946,0.8967092,0.8179052,0.0012748004,0.843091,0.85893166,0.7822852,0.184334,0.00033821366,0.74721336,0.7042543,0.9678038,0.7579152,0.8946238
ENSP00000225665,0.86000186,0.00048175227,0.7647598,0.037407417,0.1889862,0.7384662,0.049398255,0.07123222,0.6728817,0.7565923,0.0002639218,0.068874985,0.4669541,0.72432333,0.53501695,0.60011405,0.82563806,0.9999075,0.8306343,0.0023905016,0.0010479393,0.0014216192,0.001924982,0.07377621,0.017983949,0.32253844,0.0017407787,0.00018257162
ENSP00000225941,0.9995795,0.9934349,0.9565413,0.7636534,0.70371854,0.9906694,0.80128586,0.8025799,0.96773094,0.99891216,0.5523218,0.9929973,0.98394233,0.9752957,0.9978929,0.9455496,0.8983005,0.014587537,0.9292302,0.7802235,0.9669312,0.91929865,0.006513022,0.99695736,0.78003716,0.9627246,0.9389606,0.18723701
ENSP00000407822,0.99642175,0.633328,0.84571755,0.83449244,0.8379838,0.9939014,0.04977852,0.28245628,0.9807425,0.25644547,0.5128643,0.92946047,0.9356356,0.97663295,0.8714929,0.913824,0.88279426,0.0011758704,0.97809553,0.11814722,0.88811725,0.15141693,0.0001485835,0.5926139,0.982199,0.96558845,0.91094786,0.9107631
ENSP00000296145,0.9969759,0.26531473,0.9633241,0.039880916,0.66947216,0.99472445,0.0419035,0.09301094,0.9766603,0.92831635,0.8801803,0.90355134,0.8904384,0.9901721,0.99119514,0.9280716,0.907184,0.0008665939,0.9699166,0.099203855,0.89297277,0.008728779,6.331128E-05,0.9706986,0.9979003,0.9803892,0.31056082,0.49039084
ENSP00000377784,0.6990151,0.10815022,0.60451454,0.10145131,0.4871759,0.84254724,0.4913526,0.0085945,0.7403826,0.22454402,0.00438149,0.32198724,0.33648714,0.8179812,0.92144394,0.71991044,0.7088362,0.16741598,0.70321774,0.055357076,0.31337577,0.056931537,0.113236636,0.2590051,0.775907,0.74240655,0.28336665,0.95597076
ENSP00000367697,0.8503103,0.12946607,0.91718215,0.2673378,0.94153935,0.97983897,0.13969718,0.7288293,0.79197913,0.92177373,0.7827077,0.8686359,0.929553,0.8093065,0.9933172,0.8370987,0.8895122,0.036113717,0.94330937,0.5290368,0.57606936,0.6234864,0.0009503637,0.8250095,0.46690202,0.9473186,0.28382632,0.9674521
ENSP00000354982,0.99726343,0.013585985,0.968137,0.15976824,0.75763994,0.9666256,0.007690597,0.27797288,0.9497458,0.84441984,0.0023254587,0.58514506,0.6689498,0.9381354,0.8243861,0.86801857,0.8884271,0.999575,0.9694293,0.05749128,0.0033460776,0.0048026326,0.0024939156,0.30436364,0.011432727,0.6336403,0.0004549175,0.0069228876
ENSP00000356130,0.9818724,0.9746334,0.96710587,0.82976794,0.97476786,0.9983684,0.58830273,0.54050237,0.9692292,0.9944823,0.97446483,0.99187094,0.9890148,0.966669,0.9409678,0.9274967,0.85111535,0.05459252,0.9583578,0.21675561,0.9446773,0.34802863,0.0009541834,0.9333968,0.89814734,0.9646956,0.74247575,0.91666806
ENSP00000357060,0.9967958,0.47847402,0.83384305,0.27638504,0.85943675,0.96125156,0.36597207,0.12719464,0.92682755,0.8529828,0.58716303,0.89562815,0.7744728,0.94621223,0.9803477,0.76794535,0.81357384,0.3120682,0.8640832,0.2659793,0.205745,0.6846682,0.0014588407,0.82074773,0.22157478,0.8444102,0.88824755,0.69594634
ENSP00000366586,0.3085227,0.011127281,0.22084942,0.013333943,0.023302656,0.015092911,0.03815003,0.10309579,0.2334641,3.469675E-05,0.9709753,0.122771926,0.072858505,0.2296988,0.11406039,0.23300469,0.44842505,0.027146962,0.16008095,0.018740874,0.021126756,0.0016683282,9.169393E-05,0.0027573097,0.29001236,0.3424056,0.05332603,0.96999764
ENSP00000482306,0.99408025,0.76687896,0.9344251,0.3130748,0.064807616,0.8899673,0.8811465,0.01524663,0.8123053,0.9942573,0.00089960516,0.30680576,0.16267632,0.82876384,0.9921404,0.8551552,0.80107564,0.0006317982,0.6923893,0.028452111,0.8162274,0.049038637,0.00030948065,0.05803,0.91275084,0.75618625,0.6561479,0.41888577
ENSP00000351682,0.996494,0.03671658,0.88429314,0.9260877,0.80446243,0.9744455,0.80862933,0.68226177,0.9796379,0.97610855,0.6943123,0.91956294,0.72210306,0.97691447,0.95124614,0.89087164,0.9013925,0.97882,0.9761234,0.010746743,0.004152873,0.0018082497,0.001867616,0.73919386,0.5064259,0.8367495,0.091483705,0.16661434
ENSP00000376849,0.99178606,0.9895113,0.9834023,0.9517975,0.9952826,0.96851057,0.9593441,0.6620165,0.99188817,0.9980781,0.098478206,0.99488693,0.993369,0.9952465,0.86639935,0.89964354,0.89086425,0.023816692,0.9442301,0.8577905,0.9594426,0.072108395,0.0387937,0.9994649,0.8406347,0.9700239,0.6862785,0.13649078
ENSP00000401645,0.9971174,0.94524497,0.9942158,0.787912,0.9870784,0.9920859,0.48648754,0.92554516,0.99542975,0.99613464,0.95641506,0.99605244,0.96361464,0.99649596,0.99733806,0.92298114,0.87489647,0.030191459,0.9625733,0.8847592,0.9571901,0.048085343,0.013659575,0.9893358,0.48042172,0.9760101,0.7762757,0.98514163
ENSP00000356946,0.90495753,0.6732366,0.8915802,0.05256386,0.7244378,0.96318,0.8217691,0.7118157,0.9065624,0.86685604,0.038202133,0.5715285,0.9335291,0.944298,0.6217889,0.8775153,0.88342667,0.0017981419,0.8772265,0.24073415,0.70670927,0.034973685,0.00023669262,0.88875717,0.39288375,0.94222426,0.9899504,0.7251281
ENSP00000360777,0.013991548,0.030468507,0.5253224,0.0035014914,0.282345,0.55249983,0.7926185,0.0029063462,0.35292992,0.43317014,0.111521944,0.06011396,0.46571434,0.4134715,0.30887952,0.66880333,0.79376394,0.00026159713,0.63270205,0.0003684856,0.017137514,0.013652179,0.00034141727,0.014249413,0.6408521,0.7522091,0.37018114,0.88964707
ENSP00000347498,0.9876359,0.7491348,0.9486127,0.13900135,0.85358053,0.9697394,0.9304309,0.05411078,0.75228125,0.9990625,0.48926097,0.91734046,0.94257694,0.7227119,0.63189644,0.77607435,0.869974,0.011070431,0.8878654,0.077709176,0.46625125,0.20682149,7.107947E-05,0.7065349,0.92111343,0.8576417,0.63454545,0.6877813
ENSP00000310003,0.9966098,0.9308603,0.857908,0.868615,0.8765572,0.95692223,0.3057276,0.29728523,0.9443515,0.009660241,0.95096624,0.9433214,0.93995786,0.89160943,0.8302748,0.91848946,0.9074154,0.024058582,0.9644559,0.43719238,0.841272,0.06015019,0.0002779932,0.031697262,0.43567035,0.96286,0.4658319,0.97515446
ENSP00000354432,0.9952245,0.6373206,0.9492076,0.38984385,0.86780125,0.9458571,0.25712955,0.041663636,0.915515,0.9998131,0.10014224,0.9485006,0.87188,0.9579485,0.79733557,0.83509576,0.8431145,0.005089934,0.88288695,0.37721565,0.3283071,0.3771914,0.00023013611,0.9880491,0.93695456,0.93692344,0.2380848,0.7290774
ENSP00000379880,0.9988344,0.7950459,0.841555,0.94936144,0.5102325,0.95633,0.43245423,0.18597576,0.9873652,0.49502596,0.37752658,0.9578187,0.9369985,0.98455787,0.999246,0.95304704,0.90130967,0.037262537,0.9774082,0.49801642,0.84596974,0.6781316,0.74271154,0.9178937,0.96057665,0.9864512,0.6298929,0.0152790295
ENSP00000251157,0.93783456,0.60564584,0.7106398,0.058057487,0.58338207,0.8636245,0.93190813,0.023967564,0.712126,0.9938968,0.67590106,0.3637749,0.72559726,0.7289097,0.8216827,0.8129398,0.83484274,0.002730984,0.8189433,0.28646955,0.14815125,0.10287636,0.00053422636,0.108190544,0.4723484,0.8831417,0.8150805,0.23662733
ENSP00000269878,0.4837881,0.4050484,0.56883967,0.1850169,0.43527666,0.7611466,0.062502444,0.00489153,0.80566025,0.54713583,0.036528647,0.24328057,0.5096623,0.87368447,0.7757147,0.7264893,0.6985368,0.09300659,0.64452606,0.24956523,0.24400322,0.046041906,0.004223019,0.36061358,0.6899433,0.77869046,0.48766112,0.40631336
ENSP00000250535,0.82740456,0.2273464,0.9541551,0.9768384,0.9002084,0.9701462,0.9799856,0.93737346,0.9813971,0.9968619,0.0028890267,0.96499825,0.89204633,0.98376775,0.9973328,0.92399126,0.882486,0.05209594,0.9794444,0.18467806,0.084425814,0.057825893,0.18267402,0.9545439,0.60657656,0.91488665,0.16547966,0.0143502625
ENSP00000451998,0.9908201,0.9737265,0.9199259,0.7110679,0.28418967,0.94438684,0.77981603,0.0052611353,0.9576375,0.99362653,0.029761214,0.746633,0.677844,0.97799176,0.9896255,0.9041407,0.8797751,0.00012753665,0.90110964,0.15127985,0.84949774,0.52722025,0.060906913,0.28082138,0.9958421,0.89620334,0.08841283,0.023921167
ENSP00000340914,0.92029077,0.12948945,0.537578,0.32373,0.24982424,0.65950763,0.60454917,0.018537078,0.61333936,0.00072600483,0.53169596,0.34686643,0.5915876,0.59259355,0.04682226,0.7382118,0.87168187,0.0010549747,0.8615515,0.0077624256,0.14739966,0.005729215,0.00017914594,0.007212043,0.66839504,0.82706517,0.48491246,0.93694735
ENSP00000396747,0.94694924,0.8476846,0.9169425,0.4989706,0.7239887,0.9559718,0.5592658,0.030700374,0.9310885,0.99879795,0.087300025,0.9554132,0.84231627,0.96931344,0.8113201,0.81816214,0.83138263,0.000119348995,0.8426392,0.08769467,0.6015943,0.41998538,0.00056202995,0.98233217,0.9374926,0.9470474,0.4427288,0.4524641
ENSP00000466933,0.95704263,0.91251653,0.97039014,0.8673805,0.9645471,0.9919065,0.088479616,0.88010436,0.9607175,0.9116529,0.40716442,0.993863,0.9346553,0.9669391,0.97158325,0.9396845,0.87297237,0.0047168857,0.9454268,0.8282443,0.9859885,0.045247953,0.00094970776,0.45908877,0.34918594,0.9300145,0.98505324,0.9662303
ENSP00000317469,0.9454472,0.13865086,0.8938843,0.008174432,0.27984813,0.8426799,0.86181355,0.010706816,0.71454465,0.9605548,0.011037947,0.13158028,0.27693543,0.72297925,0.81902456,0.80988806,0.83219945,0.0006891469,0.7450033,0.0014304263,0.32650173,0.00038138207,0.00012110701,0.034693312,0.98252875,0.82754016,0.35061058,0.9820578
ENSP00000287490,0.94731784,0.0020997233,0.35595343,0.045247797,0.13906525,0.37348473,0.27868515,0.40386897,0.4242659,0.13187508,0.0001318397,0.20886664,0.17640808,0.5280027,0.20046191,0.35649732,0.6936356,0.9935673,0.6847828,0.0018905412,0.00066386705,0.0005693621,0.12658285,0.017941233,0.01843288,0.145296,0.00067234394,9.350511E-05
ENSP00000438346,0.99994135,0.7550696,0.90432185,0.6910429,0.8545246,0.9267484,0.89197683,0.9797161,0.7836237,0.3724458,0.9381104,0.96015275,0.769173,0.8000046,0.9666385,0.8596317,0.8870635,0.31280652,0.90928894,0.6136625,0.6974075,0.5043451,0.03370355,0.17001864,0.12826702,0.7993831,0.4603714,0.23167168
ENSP00000338785,0.9297403,0.61375296,0.86188364,0.25132763,0.8572805,0.9722754,0.5820395,0.059822995,0.8079931,0.9861761,0.36445448,0.8449355,0.8677612,0.8982935,0.8925983,0.86305076,0.83453697,0.015303531,0.826735,0.3545836,0.16441919,0.02597375,0.00022392152,0.70550185,0.60405225,0.8698275,0.8138849,0.85692334
ENSP00000264218,0.3522181,0.32839552,0.7452188,0.22939485,0.6662897,0.66933334,0.036734376,0.08330631,0.921004,0.0069963373,0.26099616,0.79473484,0.40280086,0.91779506,0.94575334,0.9159483,0.84292436,8.1821796E-05,0.81109357,0.63286346,0.8044849,0.0018155385,0.0037996422,0.0258141,0.65856606,0.85504633,0.98000455,0.68430126
ENSP00000378492,0.9922891,0.8237378,0.8799206,0.97135127,0.8447864,0.9896534,0.08607329,0.5540783,0.96715677,0.055059012,0.3021291,0.98823136,0.8608585,0.9579205,0.9691482,0.929905,0.86679685,0.0058552055,0.9507657,0.798067,0.9888941,0.17611709,0.0009326959,0.25056118,0.6011605,0.9434504,0.9776605,0.93892145
ENSP00000364986,0.929309,0.0034162966,0.9396192,0.91424793,0.73263294,0.9696143,0.98137987,0.7556382,0.96395475,0.9701202,0.03173897,0.5923944,0.6434626,0.9641807,0.9877706,0.90004784,0.8905677,0.9927717,0.97446966,0.0122274915,0.004942919,0.0033442113,0.0020167474,0.5886581,0.13359864,0.7478984,0.02267035,0.061016303
ENSP00000440167,0.99213874,0.20139788,0.66637045,0.14580573,0.4765233,0.82896537,0.77968854,0.060363527,0.4768488,0.61923456,0.85665643,0.5538659,0.82118046,0.49548972,0.8478785,0.8226395,0.8741645,0.013907253,0.8034464,0.32966754,0.061289646,0.058320273,0.0015150906,0.14353533,0.68905735,0.91432554,0.19253471,0.9368107
ENSP00000245903,0.5671076,0.54173136,0.6292656,0.011388534,0.73512954,0.7784275,0.8628143,0.9182996,0.9004697,0.2851361,0.04429677,0.8532591,0.7982174,0.8725118,0.78291714,0.9303052,0.83717936,0.025544379,0.88614947,0.25896367,0.87369907,0.001754401,0.02855786,0.6230487,0.10547977,0.85921025,0.8783497,0.8662269
ENSP00000231188,0.9908338,0.27208513,0.7639285,0.47499153,0.6833657,0.9547145,0.5979592,0.15109153,0.9229488,0.008736373,0.04580755,0.8798458,0.67610055,0.932525,0.9571966,0.8772406,0.87586826,0.0019978855,0.92978996,0.59598404,0.9420844,0.041627444,0.0004375245,0.13692391,0.72450393,0.9161438,0.9935352,0.81000465
ENSP00000309457,0.9464218,0.02056228,0.34386477,0.01564078,0.30399814,0.4959089,0.2622617,0.009956169,0.29010314,0.05312934,0.8484177,0.12272051,0.640587,0.2478029,0.2799621,0.64875036,0.851906,0.020904792,0.6585901,0.011350015,0.034431506,0.11086411,6.401353E-05,0.014950992,0.5043995,0.7799944,0.30108246,0.9020769
ENSP00000384615,0.9898193,0.73155445,0.9594546,0.21463212,0.15956613,0.9337975,0.37022334,0.08586867,0.75884145,0.9876356,0.5880821,0.94135267,0.86980164,0.7872381,0.86774194,0.78145957,0.899747,0.0036151756,0.9247961,0.0002172687,0.9644469,0.77190655,0.0008093139,0.8332553,0.69967794,0.8815819,0.06373805,0.97813964
ENSP00000280258,0.982844,0.07742881,0.92981243,0.099701755,0.61930716,0.9895555,0.039743163,0.84194726,0.9610375,0.8785084,0.99011403,0.8313746,0.8699936,0.9719265,0.9057143,0.9328307,0.91240615,0.027823947,0.97183734,0.080899835,0.7092233,0.018244842,0.0027267083,0.28917703,0.330701,0.92923665,0.7013122,0.91034245
ENSP00000218176,0.96168613,0.9244419,0.8159846,0.84209347,0.5886669,0.8814788,0.57689834,0.884453,0.98070496,0.14396663,0.05797864,0.75471467,0.82608026,0.9891839,0.9766778,0.8345986,0.8860702,0.75083965,0.9562032,0.016297756,0.17629975,0.019434975,0.9848798,0.18507245,0.605067,0.92155975,0.045623872,0.0006216354
ENSP00000296484,0.94841164,0.057459846,0.40204713,0.08243382,0.0057768244,0.05671819,0.6462955,0.00044585782,0.24192142,0.9213782,0.00015536083,0.018946027,0.011674193,0.29674518,0.9822216,0.8572347,0.24531324,0.00015628188,0.12054546,0.3144715,0.45416397,0.001208219,0.010213616,0.0006377027,0.9931504,0.11628036,0.16178836,0.001021309
ENSP00000366641,0.56350774,0.077433094,0.8336423,0.3452975,0.9414098,0.99210846,0.48982695,0.8907066,0.9315188,0.80347806,0.070867516,0.815597,0.7551573,0.9632956,0.9904181,0.8873721,0.8808867,0.08355719,0.9443751,0.025749158,0.23562142,0.097471304,2.303158E-05,0.7401332,0.29598865,0.8471688,0.96490663,0.930162
ENSP00000385780,0.9900578,0.8419834,0.9137783,0.8888462,0.9856184,0.9956293,0.4516448,0.70915157,0.96479887,0.95792115,0.9419773,0.9883296,0.89093477,0.95994467,0.99269456,0.93146574,0.8864023,0.005668909,0.9640445,0.04642329,0.61309046,0.23024751,0.0028121874,0.48098648,0.91197914,0.8687667,0.46358207,0.58245957
ENSP00000259806,0.99647236,0.083143845,0.97465014,0.41502017,0.9689534,0.99679357,0.0054105925,0.029080378,0.9860051,0.8940203,0.42319018,0.7499081,0.8845644,0.9959885,0.99693555,0.9564655,0.902349,0.0011281943,0.97605735,0.115642704,0.9360555,0.048877392,0.04749983,0.8874129,0.99512905,0.98678416,0.0029527373,0.02488926
ENSP00000321345,0.9920599,0.92809033,0.97666484,0.08181034,0.9391962,0.9788316,0.920849,0.40689588,0.9888877,0.8853246,0.75146246,0.967849,0.95306844,0.9948762,0.96003914,0.9237594,0.9088077,0.0030820796,0.9540216,0.17205623,0.8749201,0.008556162,0.0022203166,0.9831859,0.87361467,0.97250587,0.7705791,0.8651903
ENSP00000243326,0.567485,0.0020892327,0.13960768,0.0038529339,0.0016501487,0.073202774,0.00019892075,0.000103815684,0.4052423,0.68564785,2.9230393E-06,0.007413421,0.098131284,0.5142172,0.068295926,0.75914526,0.36453405,0.00015340124,0.27316868,0.9120452,0.062773824,0.004660408,9.153003E-05,0.0005963262,0.99999094,0.1413461,1.2560972E-05,0.00013277734
ENSP00000216629,0.83036995,0.3291233,0.87016684,0.5238814,0.86381745,0.9644094,0.14681847,0.4335259,0.9497439,0.011311164,0.51238126,0.94966084,0.8016003,0.9551437,0.9805744,0.9214992,0.90353876,0.0035934704,0.94659585,0.48618665,0.8858223,0.036460306,0.04543689,0.28126433,0.4041254,0.9495587,0.9856575,0.96210605
ENSP00000281142,0.36308745,0.04300222,0.66004866,0.008925852,0.09297453,0.0073537054,0.8309821,0.00040310377,0.09995849,0.064074904,0.0020226047,0.006344141,0.023103707,0.060654946,0.46824402,0.40532345,0.3335763,0.0041229725,0.40824434,0.00020610429,0.07336103,0.00054880645,0.00023583035,0.0004765133,0.25187516,0.12487641,0.087935485,0.9948885
ENSP00000378152,0.9999586,0.63813955,0.9770323,0.7072317,0.97340417,0.9880372,0.79924756,0.51877135,0.9463299,0.997642,0.9711829,0.9775232,0.9279709,0.95168495,0.9859436,0.9074333,0.8875527,0.09871584,0.9510164,0.95389766,0.945735,0.12709324,0.0003824602,0.9622477,0.5130069,0.9267564,0.1983007,0.8890902
ENSP00000256857,0.9884624,0.6801428,0.9649972,0.7904276,0.95474577,0.99253654,0.08422151,0.6253692,0.98373497,0.60128945,0.78960943,0.99706113,0.92853415,0.98046815,0.9953235,0.9437031,0.89112765,0.0030658036,0.96669394,0.6787841,0.9340706,0.41994372,0.055902254,0.8410694,0.7168053,0.97454005,0.9894722,0.7849952
ENSP00000380251,0.86715287,0.04377848,0.91000426,0.54983443,0.19604884,0.86989266,0.9712982,0.8845814,0.94442624,0.99548054,0.00090674,0.7734233,0.69796133,0.9723374,0.8419455,0.59953076,0.84532595,0.94969076,0.94566613,0.00018613915,0.002848429,0.008263004,0.027251849,0.24633493,0.01063812,0.59116817,0.0032146708,0.0011979012
ENSP00000415941,0.9974979,0.99285924,0.98664904,0.6712101,0.9851818,0.99405587,0.29904208,0.9681011,0.99460703,0.9962346,0.985268,0.9761428,0.94663805,0.99419504,0.9942533,0.95296216,0.89310527,0.14099436,0.9662273,0.95070356,0.91735834,0.07211651,0.0014087969,0.9464049,0.30987114,0.9509487,0.56788105,0.99510276
ENSP00000411397,0.77035606,0.9258107,0.937407,0.25818536,0.8150375,0.94936347,0.69625735,0.29838908,0.9414104,0.9905057,0.09247441,0.87805,0.8878219,0.9654544,0.8795914,0.89707464,0.8387901,0.00039964783,0.90374357,0.2628534,0.79996717,0.37840122,0.0015838873,0.79599434,0.928645,0.95590526,0.7385569,0.029344417
ENSP00000435954,0.9747756,0.8955202,0.86407775,0.8214139,0.41913253,0.8977578,0.48426893,0.92285705,0.9774582,0.12110215,0.10298132,0.6887117,0.7896165,0.98660016,0.97841626,0.8543528,0.89445895,0.6857298,0.97068053,0.015337917,0.10639407,0.027930237,0.9892268,0.1661809,0.66138935,0.916812,0.0055335364,0.0008334489
ENSP00000396722,0.99852455,0.31224483,0.8096038,0.54439795,0.84940267,0.9911942,0.1276385,0.046122167,0.98361933,0.037298076,0.14814198,0.94136465,0.8543239,0.97480726,0.9439157,0.9261993,0.8911626,0.0020687832,0.97768664,0.38125384,0.78577936,0.004719689,9.177714E-05,0.24452163,0.9344024,0.9690901,0.92856854,0.78693485
ENSP00000257548,0.9837927,0.48423344,0.9117521,0.12886317,0.2875462,0.85885924,0.011677556,0.006888917,0.82330275,0.9502661,0.009657289,0.88270473,0.6248304,0.7983132,0.3829712,0.6639477,0.80645317,0.9363673,0.8131853,0.5758431,0.4922695,0.21645099,0.002905748,0.53386045,0.9572002,0.45364517,0.00063218636,0.0032794569
ENSP00000368450,0.958476,0.70120853,0.8337064,0.050813932,0.89633256,0.92328334,0.7994188,0.9254414,0.9331902,0.30061385,0.3925511,0.7709427,0.9283881,0.9467622,0.84233516,0.9084357,0.88443214,0.01054227,0.9128506,0.743788,0.893884,0.028297795,0.0005432621,0.9485621,0.050360218,0.9410157,0.89893824,0.9848369
ENSP00000379430,0.059336517,0.00065900176,0.23385675,0.0078018857,0.028866665,0.25710502,0.16024518,0.0032140026,0.18092233,0.23643771,6.293168E-05,0.008280804,0.1592894,0.21441622,0.024962094,0.15846746,0.43635374,0.9953151,0.37202832,0.0074369484,8.763902E-05,0.0001666591,0.0007092728,0.0038292627,0.055478886,0.080321915,8.101316E-06,0.0003414936
ENSP00000419542,0.18810062,0.033404693,0.2674325,0.021314641,0.00892113,0.058016032,0.64511096,0.008832429,0.43052042,0.001415646,0.50178105,0.1553216,0.29614294,0.48974228,0.96374077,0.50340587,0.62893623,0.2082836,0.5950273,0.014852075,0.019422775,0.063660234,0.36204502,0.020594653,0.13831513,0.38955796,0.030490091,0.20823997
ENSP00000385477,0.9694992,0.76439947,0.8634837,0.5961173,0.7258312,0.992686,0.004891785,0.48063,0.96690094,0.784304,0.12641281,0.9293016,0.88198054,0.9787445,0.9777844,0.8866038,0.87408066,0.0014985551,0.9533648,0.50582457,0.57056755,0.017404394,9.667355E-06,0.8092025,0.94949806,0.95181,0.9093267,0.88076127
ENSP00000250405,0.96511656,0.4600729,0.99312407,0.6408635,0.9801869,0.9354335,0.73282814,0.081363864,0.9751416,0.9983761,0.04836998,0.99412996,0.990918,0.98478544,0.848856,0.8220192,0.8430295,0.0988381,0.9346446,0.36871055,0.8858713,0.024629097,0.001140692,0.9951153,0.9458485,0.94687283,0.16846123,0.07746312
ENSP00000305459,0.37133464,0.018545548,0.22390814,0.003711459,0.13827978,0.534331,0.82653576,0.01550039,0.26899356,0.011175286,0.9273486,0.017480906,0.6636771,0.3176242,0.4913045,0.6972217,0.8368672,0.049628418,0.6542954,0.090522,0.029278805,0.0047176685,0.000250363,0.013632072,0.39009854,0.8458944,0.10613025,0.033642925
ENSP00000329117,0.12414084,0.89847887,0.98683286,0.3648332,0.8744942,0.9928982,0.14366522,0.044378344,0.97359204,0.99945414,0.006432709,0.97993237,0.9596269,0.98857564,0.9637066,0.9403529,0.8780189,0.0010281547,0.957104,0.5176704,0.4200073,0.0072088246,0.015819257,0.9803631,0.9998513,0.95339847,0.15843275,0.022851478
